count     ratio      pH
    0,     0.10,     5.47
    1,     3.65,     3.87
    2,    10.00,     3.43
    3,     9.75,     3.38
    4,     6.19,     3.60
    5,     7.72,     3.47
    6,     2.13,     4.05
    7,     0.35,     4.85
    8,     5.18,     3.65
    9,     9.49,     3.34
   10,     2.64,     3.92
   11,     7.21,     3.47
