4	6	2
-710	65	
-575	61	
-437	57	
-299	53	
-161	49	
-23	46	
-710	-98	
-575	-102	
-437	-105	
-299	-101	
-161	-102	
-23	-106	
-710	-237.666667	
-575	-241.466667	
-437	-245.266667	
-299	-249.066667	
-161	-252.866667	
-23	-256.666667	
-710	-384	
-575	-387.8	
-437	-391.6	
-299	-395.4	
-161	-399.2	
-23	-403	
